Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_Rep1,Coverage (%) Tryp_1hr_Rep2,Coverage (%) Tryp_1hr_Rep3,Coverage (%) Tryp_18hr_Rep1,Coverage (%) Tryp_18hr_Rep2,Coverage (%) Tryp_18hr_Rep3,Coverage (%) AspN_1hr_Rep1,Coverage (%) AspN_1hr_Rep2,Coverage (%) AspN_1hr_Rep3,Coverage (%) AspN_18hr_Rep1,Coverage (%) AspN_18hr_Rep2,Coverage (%) AspN_18hr_Rep3,Coverage (%) Gluc_1hr_Rep1,Coverage (%) GluC_1hr_Rep2,Coverage (%) GluC_1hr_Rep3,Coverage (%) Gluc_18hr_Rep1,Coverage (%) GluC_18hr_Rep2,Coverage (%) GluC_18hr_Rep3,Area Tryp_1hr_Rep1,Area Tryp_1hr_Rep2,Area Tryp_1hr_Rep3,Area Tryp_18hr_Rep1,Area Tryp_18hr_Rep2,Area Tryp_18hr_Rep3,Area AspN_1hr_Rep1,Area AspN_1hr_Rep2,Area AspN_1hr_Rep3,Area AspN_18hr_Rep1,Area AspN_18hr_Rep2,Area AspN_18hr_Rep3,Area Gluc_1hr_Rep1,Area GluC_1hr_Rep2,Area GluC_1hr_Rep3,Area Gluc_18hr_Rep1,Area GluC_18hr_Rep2,Area GluC_18hr_Rep3,#Peptides,#Unique,#Spec Tryp_1hr_Rep1,#Spec Tryp_1hr_Rep2,#Spec Tryp_1hr_Rep3,#Spec Tryp_18hr_Rep1,#Spec Tryp_18hr_Rep2,#Spec Tryp_18hr_Rep3,#Spec AspN_1hr_Rep1,#Spec AspN_1hr_Rep2,#Spec AspN_1hr_Rep3,#Spec AspN_18hr_Rep1,#Spec AspN_18hr_Rep2,#Spec AspN_18hr_Rep3,#Spec Gluc_1hr_Rep1,#Spec GluC_1hr_Rep2,#Spec GluC_1hr_Rep3,#Spec Gluc_18hr_Rep1,#Spec GluC_18hr_Rep2,#Spec GluC_18hr_Rep3,PTM,Avg. Mass,Description
2967,3173,Q13469|NFAC2_HUMAN,99.0,79.45,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,7.3865E5,1.3671E6,,,1.8636E6,,,,,,,,,,8.5325E5,,0,,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,,100146,Nuclear factor of activated T-cells  cytoplasmic 2 OS=Homo sapiens OX=9606 GN=NFATC2 PE=1 SV=2
2508,2921,Q15633|TRBP2_HUMAN,98.9,79.30,12,3,3,0,3,3,4,0,0,0,0,0,0,0,0,0,5,0,0,3.482E6,1.7366E6,,2.8637E6,4.913E6,2.0978E6,,,,,,,,,,5.9068E6,,,3,3,2,1,0,1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,,39039,RISC-loading complex subunit TARBP2 OS=Homo sapiens OX=9606 GN=TARBP2 PE=1 SV=3
2835,2505,P46934|NEDD4_HUMAN,99.1,79.26,6,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,9.4306E6,,,,1.9436E6,2.0658E6,,,,4.2566E6,,,,,,,,5,4,0,4,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,,149114,E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens OX=9606 GN=NEDD4 PE=1 SV=4
2925,2546,O95249|GOSR1_HUMAN,99.0,79.23,31,12,12,6,0,0,0,5,9,0,0,0,0,5,0,0,0,0,0,6.0361E6,7.9324E6,5.4524E5,,,,1.4308E7,4.2272E6,,,,,9.925E5,,,,,,5,5,2,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,28613,Golgi SNAP receptor complex member 1 OS=Homo sapiens OX=9606 GN=GOSR1 PE=1 SV=1
2736,2630,Q96T60|PNKP_HUMAN,99.1,79.23,13,3,2,3,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4.6187E6,2.8319E6,2.8108E6,,,,2.5218E6,,,,,,,1.666E6,,,2.0584E6,,4,4,1,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,Carbamidomethylation,57076,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1
2977,2750,P16435|NCPR_HUMAN,99.1,79.22,15,4,0,4,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2.5756E6,,1.1762E6,1.3299E7,,9.8296E5,,,,,8.32E5,,,,,,,,6,6,1,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Deamidation (NQ),76690,NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2
2909,3161,Q86W50|MET16_HUMAN,99.0,79.22,13,5,0,2,0,2,0,3,0,0,0,0,2,0,0,0,1,0,0,8.8254E6,,1.3479E6,,7.2629E6,,4.0468E6,,,,,1.8105E5,,,,,,,5,4,2,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,Carbamidomethylation; Deamidation (NQ),63621,RNA N6-adenosine-methyltransferase METTL16 OS=Homo sapiens OX=9606 GN=METTL16 PE=1 SV=2
2981,2693,Q86TU7|SETD3_HUMAN,98.9,78.98,10,0,3,0,0,2,0,0,0,0,0,0,0,2,0,3,3,3,0,,6.2698E5,,,1.5389E6,,,,,,,,1.9287E6,,1.6746E6,1.0152E7,1.0581E6,,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,,67257,Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1
1611,4558,O95716|RAB3D_HUMAN,98.7,78.97,17,6,6,5,5,8,5,8,8,0,0,8,0,0,0,0,0,0,0,,,,,,,3.0993E7,2.9227E7,,,2.3588E7,,,,,,,,4,1,15,12,10,10,13,11,3,3,0,0,3,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),24267,Ras-related protein Rab-3D OS=Homo sapiens OX=9606 GN=RAB3D PE=1 SV=1
2512,2531,Q8NB37|GALD1_HUMAN,99.0,78.95,40,0,0,11,5,9,15,0,0,0,12,0,0,17,0,0,7,0,0,,,6.1499E6,1.8164E7,6.806E6,7.9415E6,,,,1.0578E6,,,3.4896E5,,,1.304E7,,,6,6,0,0,2,4,2,4,0,0,0,1,0,0,3,0,0,2,0,0,Carbamidomethylation,23298,Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATD1 PE=1 SV=1
3260,2970,Q9H0R4|HDHD2_HUMAN,98.9,78.93,24,0,11,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,,1.4163E7,,,,,,,,3.2649E6,,7.9106E5,,,,,,,3,3,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,28536,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1
2800,3049,Q7Z7E8|UB2Q1_HUMAN,99.0,78.85,11,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,,,,,,,,8.2034E6,,,3.6581E6,,,,,,,,3,3,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,,46127,Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens OX=9606 GN=UBE2Q1 PE=1 SV=1
3092,2742,Q5JSZ5|PRC2B_HUMAN,98.8,78.85,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1.0736E6,,,,,,,,,1.1699E6,,,,,,3,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,242964,Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2
2515,9864,O00479|HMGN4_HUMAN,96.9,78.74,33,0,19,0,14,0,0,0,16,0,0,16,0,0,0,0,0,0,0,,3.8776E6,,3.9543E6,,,,2.9998E6,,,3.0046E6,,,,,,,,3,3,0,7,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,,9539,High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3
3021,2721,O00159|MYO1C_HUMAN,98.9,78.62,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2.4701E6,4.7354E5,,,,,8.8968E5,,,,,,,,4,4,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,Carbamidomethylation,121682,Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4
2630,2575,Q9BYD2|RM09_HUMAN,99.0,78.58,25,4,0,0,13,4,12,9,0,0,9,0,0,0,0,0,0,0,0,2.9141E6,,,7.1687E7,1.0278E7,9.3048E6,1.0972E6,,,1.5927E6,,,,,,,,,5,5,1,0,0,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,Deamidation (NQ),30243,39S ribosomal protein L9  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL9 PE=1 SV=2
3130,2952,Q99871|HAUS7_HUMAN,99.0,78.57,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,0,,,,,,,3.589E6,,,5.9299E6,,,,,,4.5062E6,3.9975E5,,4,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,Carbamidomethylation,40778,HAUS augmin-like complex subunit 7 OS=Homo sapiens OX=9606 GN=HAUS7 PE=1 SV=3
2377,2211,Q14344|GNA13_HUMAN,99.1,78.55,17,3,5,6,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,,,5.3396E5,,3.6895E6,1.53E7,,,,,,,,,,,,,6,4,6,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,44050,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2
2928,2569,Q14554|PDIA5_HUMAN,99.0,78.51,13,2,0,2,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,8.1741E5,,1.1545E6,,1.7778E6,,3.6331E6,,,,0,,,,,,,,5,5,2,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,Carbamidomethylation,59594,Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1
2801,2749,Q8TCD5|NT5C_HUMAN,99.0,78.44,32,9,4,0,12,0,13,3,3,0,0,3,0,0,0,0,6,0,0,1.7481E5,4.4897E6,,2.0607E6,,3.2303E6,5.0422E6,5.2564E6,,,4.0727E6,,,,,1.0312E6,,,5,5,1,2,0,1,0,3,1,1,0,0,1,0,0,0,0,1,0,0,,23383,5'(3')-deoxyribonucleotidase  cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2
2306,2670,Q96FS4|SIPA1_HUMAN,99.1,78.40,6,0,2,1,1,0,0,0,0,0,0,0,0,5,5,0,3,2,0,,1.0829E6,2.1489E5,,,,,,,,,,1.0455E7,7.9556E6,,2.4791E6,6.3339E6,,4,3,0,4,1,1,0,0,0,0,0,0,0,0,5,8,0,1,6,0,Deamidation (NQ),112149,Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1
2842,2458,Q9BZL6|KPCD2_HUMAN,99.1,78.31,8,2,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,4.4847E6,5.0344E6,,,2.7501E6,,3.69E6,1.0071E6,1.5837E6,,,9.9735E5,,,,,,,5,5,3,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,Carbamidomethylation,96722,Serine/threonine-protein kinase D2 OS=Homo sapiens OX=9606 GN=PRKD2 PE=1 SV=3
3080,7845,Q92504|S39A7_HUMAN,95.2,78.28,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,,,6.5061E5,,,1.9137E6,,,,4.5344E5,,,,,,,,2,2,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,Deamidation (NQ),50118,Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2
3070,2735,Q8N9N7|LRC57_HUMAN,98.9,78.23,19,0,0,0,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.8317E7,2.6625E6,1.1103E6,,,,,,,,,,,,,4,4,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,26754,Leucine-rich repeat-containing protein 57 OS=Homo sapiens OX=9606 GN=LRRC57 PE=1 SV=1
2824,4452,O95167|NDUA3_HUMAN,98.3,78.19,52,0,42,0,0,8,0,15,0,0,0,0,15,0,0,0,0,0,0,,1.6916E7,,,6.5896E6,,2.0283E6,,,,,1.9638E6,,,,,,,4,4,0,4,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,,9279,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFA3 PE=1 SV=1
2860,2344,Q9H4H8|FA83D_HUMAN,99.1,78.16,9,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7965E6,,,3.2004E6,9.5281E6,,,,,,,,,,,,,,4,4,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,64425,Protein FAM83D OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=3
2783,2792,Q9HAU0|PKHA5_HUMAN,99.0,78.12,9,0,0,0,0,0,0,1,0,1,0,2,0,5,0,0,0,0,0,,,,,,,1.8063E6,,3.9342E5,,9.0157E5,,8.4151E6,,,,,,6,6,0,0,0,0,0,0,4,0,1,0,1,0,5,0,0,0,0,0,Carbamidomethylation,127464,Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1
2915,2547,Q9NQX3|GEPH_HUMAN,99.1,77.96,10,0,2,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,,1.2643E6,,,1.8908E6,,,,2.0363E6,,1.9746E6,,,,,,,,6,6,0,1,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,Carbamidomethylation,79748,Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1
3115,2907,O94880|PHF14_HUMAN,99.0,77.93,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1.6509E6,,,0,,,1.3983E6,,,,,,,,,,,4,4,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,100053,PHD finger protein 14 OS=Homo sapiens OX=9606 GN=PHF14 PE=1 SV=2
3035,2556,Q9H269|VPS16_HUMAN,99.0,77.91,14,3,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5.3255E6,4.2615E6,3.3843E6,,1.6664E6,,4.6909E5,,,,,,,,,,,,7,7,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,94694,Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16 PE=1 SV=2
2416,3211,Q9BWW4|SSBP3_HUMAN,98.6,77.91,6,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,1.2785E6,,,,,,,,,,,3,1,6,2,3,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,40421,Single-stranded DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=SSBP3 PE=1 SV=1
2416,17122,P81877|SSBP2_HUMAN,96.5,77.91,6,3,4,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,1.2785E6,,,,,,,,,,,3,1,6,2,3,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,37828,Single-stranded DNA-binding protein 2 OS=Homo sapiens OX=9606 GN=SSBP2 PE=1 SV=2
3211,2504,P06737|PYGL_HUMAN,99.0,77.90,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.9112E6,,,,,,,,,,,,,,,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),97149,Glycogen phosphorylase  liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4
3063,3044,Q9NRP4|SDHF3_HUMAN,98.8,77.87,58,19,19,0,0,9,0,0,0,0,0,35,0,10,0,0,0,0,0,2.7978E6,4.0804E7,,,6.9424E6,,,,,,7.4019E5,,2.5331E6,,,,,,5,5,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),14652,Succinate dehydrogenase assembly factor 3  mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF3 PE=1 SV=1
2870,2637,Q6SPF0|SAMD1_HUMAN,99.1,77.82,16,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,7,0,,,,2.1333E7,1.4813E6,,,,,,,,,,6.6563E5,,1.3033E6,,7,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,2,0,Carbamidomethylation,56052,Atherin OS=Homo sapiens OX=9606 GN=SAMD1 PE=1 SV=1
2442,4112,Q7Z7H8|RM10_HUMAN,98.0,77.82,11,7,7,7,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5.7344E6,3.7542E6,3.0975E6,3.2843E6,,5.6651E6,,,,,,,,,,,,,2,2,6,2,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,29283,39S ribosomal protein L10  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL10 PE=1 SV=3
2531,3111,P49356|FNTB_HUMAN,98.8,77.82,16,0,0,0,4,2,6,0,10,0,0,10,0,0,0,0,0,8,0,,,,4.7576E6,4.055E6,3.8029E6,,2.9902E6,,,8.777E6,,,,,,2.0343E5,,4,4,0,0,0,2,2,3,0,3,0,0,3,0,0,0,0,0,4,0,Carbamidomethylation; Deamidation (NQ),48774,Protein farnesyltransferase subunit beta OS=Homo sapiens OX=9606 GN=FNTB PE=1 SV=1
2554,2765,Q9Y6X9|MORC2_HUMAN,99.0,77.80,5,0,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,,,,7.1962E6,4.6222E6,2.3824E6,5.731E6,6.5528E6,,,7.9418E6,,,,,,,,4,4,0,0,0,1,1,3,5,4,0,0,2,0,0,0,0,0,0,0,Carbamidomethylation,117823,ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2
2904,2554,O00268|TAF4_HUMAN,99.0,77.77,5,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,0,,1.2413E6,,,2.4567E6,,,,,,,,2.7664E6,1.3684E6,,,1.0368E6,,4,4,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,Carbamidomethylation,110114,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2
1492,3180,Q6ZU15|SEP14_HUMAN,98.3,77.76,6,2,6,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,,2.5921E7,,,,,,,,,,,,,,,,,3,1,9,7,9,10,24,6,7,5,3,9,5,4,0,0,0,0,0,0,Deamidation (NQ),50025,Septin-14 OS=Homo sapiens OX=9606 GN=SEPTIN14 PE=1 SV=2
3176,4211,Q96CP2|FWCH2_HUMAN,97.6,77.75,19,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,,3.4006E6,,,2.7559E6,,,,,,,,,,,,1.3855E6,,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Carbamidomethylation,14564,FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1
2207,2987,P13473|LAMP2_HUMAN,99.1,77.39,8,2,2,4,2,2,4,3,3,0,3,3,0,0,0,0,2,2,0,1.7138E7,1.7448E7,1.369E7,4.2251E7,2.0562E7,1.1567E7,6.892E6,7.0374E6,,3.0976E6,1.2593E6,,,,,2.2463E7,8.0184E6,,4,4,2,1,2,2,2,4,2,4,0,1,1,0,0,0,0,4,6,0,Carbamidomethylation; Deamidation (NQ),44961,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2
2837,2573,Q7Z392|TPC11_HUMAN,99.0,77.38,7,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,1.4725E6,1.0019E6,1.3093E7,1.3351E6,1.0894E6,,,,,,,,,,,,,6,6,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,128881,Trafficking protein particle complex subunit 11 OS=Homo sapiens OX=9606 GN=TRAPPC11 PE=1 SV=2
2116,3030,Q9H0Q0|FA49A_HUMAN,98.8,77.35,13,7,7,7,7,3,7,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,8.0391E5,,,,,,,,,,,3,1,6,5,8,5,4,6,0,1,0,0,0,0,0,0,0,0,0,0,,37313,Protein FAM49A OS=Homo sapiens OX=9606 GN=FAM49A PE=2 SV=1
2493,2684,O00459|P85B_HUMAN,99.1,77.16,6,2,0,2,2,2,2,3,1,1,1,1,0,0,0,0,0,0,0,1.5347E6,,1.9463E6,5.4001E6,5.7906E6,1.2809E6,6.184E6,,,,,,,,,,,,4,3,3,0,1,1,1,1,7,1,1,1,1,0,0,0,0,0,0,0,Deamidation (NQ),81545,Phosphatidylinositol 3-kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PIK3R2 PE=1 SV=2
2623,2432,Q9NQZ5|STAR7_HUMAN,99.0,77.10,16,4,4,0,10,4,3,0,0,0,6,0,0,0,0,0,0,0,0,5.2207E6,6.0277E6,,3.151E7,6.4004E6,7.5749E5,,,,1.4547E7,,,,,,,,,4,4,2,2,0,5,2,1,0,0,0,3,0,0,0,0,0,0,0,0,,43113,StAR-related lipid transfer protein 7  mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2
3020,2852,Q15025|TNIP1_HUMAN,98.9,77.05,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,,,,,,,,,,,,,9.5774E6,8.4988E5,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,,71864,TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=2
3161,3238,Q9Y4P8|WIPI2_HUMAN,98.8,76.95,13,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,,,,2.0878E7,,3.7593E6,,1.2818E6,,,,,,,,,,,3,3,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,49408,WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1
2395,6049,Q00765|REEP5_HUMAN,90.5,76.94,12,0,0,0,0,6,0,12,12,0,12,12,0,8,0,0,8,0,0,,,,,3.3855E6,,3.2055E7,2.5843E7,,2.2033E7,1.1938E7,,6.3759E6,,,6.9594E6,,,3,3,0,0,0,0,1,0,7,5,0,1,3,0,4,0,0,2,0,0,,21493,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3
2752,2500,P49757|NUMB_HUMAN,99.0,76.83,16,8,1,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,3.6077E7,2.2836E6,,,,,8.2173E5,,,,,,4.9854E6,3.2416E6,,,,,7,7,4,2,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,Carbamidomethylation,70804,Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2
2929,2728,Q96PM9|Z385A_HUMAN,99.0,76.72,26,0,0,14,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,,,9.3481E5,,1.042E7,6.5073E5,,,,,,,,,,,,,4,4,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),40454,Zinc finger protein 385A OS=Homo sapiens OX=9606 GN=ZNF385A PE=1 SV=2
2607,2957,Q9P0P0|RN181_HUMAN,98.9,76.72,44,0,0,0,0,0,0,14,0,0,0,0,0,31,0,0,8,16,0,,,,,,,1.17E6,,,,,,1.2949E7,,,5.6512E6,3.4469E6,,4,4,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,1,4,0,,17909,E3 ubiquitin-protein ligase RNF181 OS=Homo sapiens OX=9606 GN=RNF181 PE=1 SV=1
2852,2677,Q9P1Y6|PHRF1_HUMAN,99.0,76.61,4,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,,,5.9513E5,1.4412E6,4.1096E5,,,,,,,5.2266E6,2.2388E6,1.1782E6,,,,5,5,0,0,0,2,3,1,0,0,0,0,0,0,1,2,1,0,0,0,Carbamidomethylation,178665,PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3
3087,3539,Q9H061|T126A_HUMAN,98.0,76.59,24,10,0,14,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3.6013E6,,8.1073E5,1.3537E7,,2.7182E6,,,,,,,,,,,,,2,2,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,21527,Transmembrane protein 126A OS=Homo sapiens OX=9606 GN=TMEM126A PE=1 SV=1
3044,2672,Q9H9J4|UBP42_HUMAN,99.0,76.59,5,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,,,,1.13E7,,,,,,,,,6.1061E6,2.6343E6,,,,,4,4,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,145392,Ubiquitin carboxyl-terminal hydrolase 42 OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=3
3240,3694,Q9Y692|GMEB1_HUMAN,97.8,76.57,7,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,2.8058E6,,,1.1367E6,,,,,,,,,,,,,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,62591,Glucocorticoid modulatory element-binding protein 1 OS=Homo sapiens OX=9606 GN=GMEB1 PE=1 SV=2
3088,3197,Q9P0M9|RM27_HUMAN,98.7,76.56,29,0,22,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.9634E7,1.3668E6,,2.0459E6,,,,,,,,,,,,,,3,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,16073,39S ribosomal protein L27  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL27 PE=1 SV=1
3038,2621,O75449|KTNA1_HUMAN,99.0,76.54,11,3,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3.1724E6,,,2.767E6,,2.1815E6,,3.0039E6,,,,,,,,,,,4,4,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,55965,Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens OX=9606 GN=KATNA1 PE=1 SV=1
2754,2707,Q9NVS2|RT18A_HUMAN,99.0,76.47,24,6,0,6,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3.7326E6,,5.1305E6,1.3292E7,,,9.2994E6,,,,,,,,,,,,4,4,3,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,22184,39S ribosomal protein S18a  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1
2962,2507,Q7Z3K3|POGZ_HUMAN,99.1,76.45,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.1672E6,1.1263E7,8.0314E6,,,,,,,,,,,,,,4,4,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),155343,Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2
